slug,title,name_zh_or_summary,category,supported_in,arguments,return_type,source_url,evidence_type,notes
imageLayoutAwareContentExtractionV1,Extract layout-aware content from images,"Extracts content from images, while preserving the original layout.","[""Media""]","[""Batch"",""Faster""]","[{""name"":""Languages to detect"",""type"":""Set<Enum<Afrikaans, Albanian, Amharic, Arabic, Armenian, Assamese, Azerbaijani, Azerbaijani - Cyrilic, Basque, Belarusian, and more ...>>"",""description"":""Languages to detect in the input files.""},{""name"":""Media reference"",""type"":""Expression<Media reference>"",""description"":""The image to extract content from.""},{""name"":""Output format"",""type"":""Enum<Full extract, Text and tables>"",""description"":""Output will be a string.""},{""name"":""Error handling"",""type"":""Enum<FAIL, NULL>"",""description"":""Determines the behavior of the pipeline for inputs that fail to process.""}]","Array<Struct<block_index , block_id , block_type , content , bounding_box , languages <String>, confidence >> | String",https://palantir.com/docs/foundry/pb-functions-expression/imageLayoutAwareContentExtractionV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
imageOcrV1,Extract text from images (using OCR),Extracts text from an image using optical character recognition (OCR).,"[""Media""]","[""Batch"",""Faster""]","[{""name"":""Languages to detect"",""type"":""Set<Enum<Afrikaans, Albanian, Amharic, Arabic, Armenian, Assamese, Azerbaijani, Azerbaijani - Cyrilic, Basque, Belarusian, and more ...>>"",""description"":""Languages to detect in the input files.""},{""name"":""Media reference"",""type"":""Expression<Media reference>"",""description"":""The column containing media references to image files in a media set.""},{""name"":""OCR output format"",""type"":""Enum<Text, hOCR>"",""description"":""Output will be a string.""},{""name"":""Scripts to detect"",""type"":""Set<Enum<Arabic, Armenian, Bengali, Canadian Aboriginal, Cherokee, Cyrillic, Devanagari, Ethiopic, Fraktur, Georgian, and more ...>>"",""description"":""Scripts to detect in the input files.""},{""name"":""Error handling"",""type"":""Enum<FAIL, NULL>"",""description"":""Determines the behavior of the pipeline for inputs that fail to process.""}]",String,https://palantir.com/docs/foundry/pb-functions-expression/imageOcrV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
imageToEmbeddingsV1,Image to embeddings,Converts images into embeddings using the provided model.,"[""Media""]","[""Batch""]","[{""name"":""Media reference"",""type"":""Expression<Media reference>"",""description"":""Column containing media references (images) to convert to embeddings""},{""name"":""Model"",""type"":""Model"",""description"":""The embedding model to use for the conversion. Must support vision capabilities.""},{""name"":""optional Output mode"",""type"":""Enum<Simple, With errors>"",""description"":""Choose between simply returning the output or returning a struct, containing either the output in a field named 'ok', or any errors in a field named 'errors'""}]",Embedded vector,https://palantir.com/docs/foundry/pb-functions-expression/imageToEmbeddingsV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
inverseHaversineV1,Calculate destination point,"Calculates the destination point along a specified path given a starting point, course, and distance...","[""Geospatial""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Course"",""type"":""Expression<Double>"",""description"":""Current course in degrees""},{""name"":""Distance"",""type"":""Expression<Double>"",""description"":""Distance to destination in meters""},{""name"":""Starting point"",""type"":""Expression<GeoPoint> optional"",""description"":""Longitude and latitude for point a""},{""name"":""Calculation method"",""type"":""Enum<Great Circle, Loxodrome/Rhumb Line>"",""description"":""The path to follow along the surface of a spherical approximation of the earth. Defaults to great circle""}]",GeoPoint,https://palantir.com/docs/foundry/pb-functions-expression/inverseHaversineV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
isArrayUniqueV1,Array elements are distinct,"Returns true if the array's elements are distinct, false otherwise. If the array is null, the returned value...","[""Array"",""Boolean""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<Array<ComparableType>>"",""description"":""An array that could contain duplicate elements""}]",Boolean,https://palantir.com/docs/foundry/pb-functions-expression/isArrayUniqueV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
interpolateGeoPointAlongLinestringV1,Interpolate geo point along linestring,"Returns a point interpolated along a line. Implementation interprets lines as the shortest path, using a spherical...","[""Geospatial""]","[""Batch"",""Streaming""]","[{""name"":""Fraction"",""type"":""Expression<Decimal | Double | Float>"",""description"":""Fraction of the total length of the linestring at which to pull a geo point, starting from the beginning of the linestring. Must be a float between 0 and 1""},{""name"":""Linestring"",""type"":""Expression<Geometry>"",""description"":""Linestring along which to interpolate a geo point""}]",GeoPoint,https://palantir.com/docs/foundry/pb-functions-expression/interpolateGeoPointAlongLinestringV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
isEmptyStructV1,Is empty struct,"Returns true if the input is an empty struct, with recursive checking of inner arrays and structs. Expression...","[""Boolean""]","[""Batch"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<Struct>"",""description"":""Compute whether this struct is empty or has non-null fields""}]",Boolean,https://palantir.com/docs/foundry/pb-functions-expression/isEmptyStructV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
isInV1,Is in,Returns true if the list contains the value.,"[""Boolean""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Contains"",""type"":""List<Expression<T>>"",""description"":""The list to search within""},{""name"":""Value"",""type"":""Expression<T>"",""description"":""The value to look for""}]",Boolean,https://palantir.com/docs/foundry/pb-functions-expression/isInV1/,线索,"[""type_variable_bounds: T accepts ComparableType"",""parse_warning: args_missing_but_heading_present""]"
isNaNV1,Is NaN,"Returns true if the input is nan, false otherwise.","[""Boolean""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<Double | Float>"",""description"":""The expression checks is the numerical expression is nan""}]",Boolean,https://palantir.com/docs/foundry/pb-functions-expression/isNaNV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
ipV6ToCanonicalIpV6V1,IPv6 to canonical format,Converts an IPv6 address into a canonical IPv6 address. RFC 5952 describes canonical representations for IPv6. Expression...,"[""Cyber""]","[""Batch""]","[{""name"":""Expression"",""type"":""Expression<IPv6>"",""description"":""IPv6 to convert""}]",IPv6,https://palantir.com/docs/foundry/pb-functions-expression/ipV6ToCanonicalIpV6V1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
isNotNullV1,Is not null,"Returns true if the input is not null, can optionally treat empty strings as null.","[""Boolean""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<AnyType> optional"",""description"":""Expression to check for null""},{""name"":""Treat empty strings as null"",""type"":""Literal<Boolean>"",""description"":""Whether to treat empty strings as null values""}]",Boolean,https://palantir.com/docs/foundry/pb-functions-expression/isNotNullV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
isNullV1,Is null,"Returns true if the input is null, can optionally treat empty strings as null.","[""Boolean""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<AnyType> optional"",""description"":""The expression to check for null values""},{""name"":""Treat empty strings as null"",""type"":""Literal<Boolean>"",""description"":""Whether to treat empty strings as null values""}]",Boolean,https://palantir.com/docs/foundry/pb-functions-expression/isNullV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
isValidDelegatedMediaGidV1,Is valid delegated media gid,Returns true if the input is a valid gotham delegated media gid. Check gotham's delegated media rtfm for...,"[""Boolean""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<String>"",""description"":""String to check is a valid gotham delegated media""}]",Boolean,https://palantir.com/docs/foundry/pb-functions-expression/isValidDelegatedMediaGidV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
isValidGeoJsonV1,Is valid GeoJSON,Returns true if the input is a valid GeoJSON input string. Not all GeoJSON strings are indexable by the...,"[""Geospatial""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<String>"",""description"":""GeoJSON to check. Note that not all GeoJSON strings are indexable by the Ontology; use the \""prepare geometry\"" expression to prepare geometry prior to Ontology use""}]",Boolean,https://palantir.com/docs/foundry/pb-functions-expression/isValidGeoJsonV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
isValidH3IndexV1,Is valid H3 index,Returns true if the input is a valid H3 index string.,"[""Geospatial""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<String>"",""description"":""no description""}]",Boolean,https://palantir.com/docs/foundry/pb-functions-expression/isValidH3IndexV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
isValidIpV4V1,Is valid IPv4,Returns true if the input is a valid IPv4 address.,"[""Cyber""]","[""Batch""]","[{""name"":""Expression"",""type"":""Expression<String>"",""description"":""IP address to check""}]",Boolean,https://palantir.com/docs/foundry/pb-functions-expression/isValidIpV4V1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
isValidIpV6V1,Is valid IPv6,Returns true if the input is a valid IPv6 address.,"[""Cyber""]","[""Batch""]","[{""name"":""Expression"",""type"":""Expression<String>"",""description"":""IP address to check""}]",Boolean,https://palantir.com/docs/foundry/pb-functions-expression/isValidIpV6V1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
isValidMediaReferenceV1,Is valid media reference,Returns true if the input is a valid Foundry media reference.,"[""Boolean""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<String>"",""description"":""String representing a media reference""}]",Boolean,https://palantir.com/docs/foundry/pb-functions-expression/isValidMediaReferenceV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
isValidMgrsV1,Is valid MGRS,Returns true if the input is a valid MGRS (military grid reference system) string.,"[""Geospatial""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<String>"",""description"":""String following an MGRS (military grid reference system) format""}]",Boolean,https://palantir.com/docs/foundry/pb-functions-expression/isValidMgrsV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
isValidMimeTypeV1,Is valid MIME type,Returns true if the input is a valid MIME type.,"[""Boolean"",""Other""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<String>"",""description"":""String representing a MIME type""}]",Boolean,https://palantir.com/docs/foundry/pb-functions-expression/isValidMimeTypeV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
isValidUuidV1,Is valid uuid,Returns true if the input is a valid uuid.,"[""Boolean""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<String>"",""description"":""String representing a uuid""}]",Boolean,https://palantir.com/docs/foundry/pb-functions-expression/isValidUuidV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
isValidRidV1,Is valid rid,Returns true if the input is a valid Foundry resource identifier.,"[""Boolean""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<String>"",""description"":""String representing a resource identifier""}]",Boolean,https://palantir.com/docs/foundry/pb-functions-expression/isValidRidV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
isValidOntologyGeopointV1,Is valid Ontology GeoPoint,Returns true if the input is a valid Ontology GeoPoint. Ontology GeoPoints are strings of the format...,"[""Geospatial""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<String>"",""description"":""String to test""}]",Boolean,https://palantir.com/docs/foundry/pb-functions-expression/isValidOntologyGeopointV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
isValidGeohashV1,Is valid Geohash,Returns true if the input is a valid Geohash input string.,"[""Geospatial""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<String>"",""description"":""Geohash to check""}]",Boolean,https://palantir.com/docs/foundry/pb-functions-expression/isValidGeohashV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
lagV1,Lag,Returns the value of the input at 'lag' before the current row in the window.,"[""Aggregate""]","[""Batch"",""Faster""]","[{""name"":""Expression"",""type"":""Expression<T> optional"",""description"":""Expression to lag""},{""name"":""Default value"",""type"":""Literal<T> optional"",""description"":""Default value if there is less than offset rows before the current row""},{""name"":""Lag"",""type"":""Literal<Integer>"",""description"":""Number of rows to lag""}]",T,https://palantir.com/docs/foundry/pb-functions-expression/lagV1/,线索,"[""type_variable_bounds: T accepts AnyType"",""parse_warning: args_missing_but_heading_present""]"
jsonStringV2,Convert data to JSON,Transforms input into json string.,"[""File"",""String""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Input"",""type"":""Expression<Array<AnyType> | Map<AnyType, AnyType> | Struct>"",""description"":""Input to be transformed""}]",String,https://palantir.com/docs/foundry/pb-functions-expression/jsonStringV2/,线索,"[""parse_warning: args_missing_but_heading_present""]"
lastV1,Last,"Last item in the group. Note, if used within an aggregate or unordered window, the row selected will be...","[""Aggregate""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<T>"",""description"":""Expression to aggregate""},{""name"":""Ignore nulls"",""type"":""Literal<Boolean>"",""description"":""If true, null values will be ignored""}]",T,https://palantir.com/docs/foundry/pb-functions-expression/lastV1/,线索,"[""type_variable_bounds: T accepts AnyType"",""parse_warning: args_missing_but_heading_present""]"
lastDayV1,Last day of the week/month/quarter/year,Returns the last day of the week/month/quarter/year.,"[""Datetime""]","[""Batch"",""Faster""]","[{""name"":""Date"",""type"":""Expression<Date | Timestamp>"",""description"":""Date to choose the last day of""},{""name"":""Unit"",""type"":""Enum<Months, Quarters, Weeks, Years>"",""description"":""Date unit used to choose the last day of""}]",Date,https://palantir.com/docs/foundry/pb-functions-expression/lastDayV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
leadV1,Lead,Returns the value of the input at 'lead' after the current row in the window.,"[""Aggregate""]","[""Batch"",""Faster""]","[{""name"":""Expression"",""type"":""Expression<T> optional"",""description"":""Expression to lead""},{""name"":""Default value"",""type"":""Literal<T> optional"",""description"":""Default value if there is less than offset rows before the current row""},{""name"":""Lead"",""type"":""Literal<Integer>"",""description"":""Number of rows to lead""}]",T,https://palantir.com/docs/foundry/pb-functions-expression/leadV1/,线索,"[""type_variable_bounds: T accepts AnyType"",""parse_warning: args_missing_but_heading_present""]"
latLonBoundingBoxV1,Get lat/long bounding box struct,"Given a valid geometry or array of geometries, return a struct containing the bounds of the geometry or...","[""Geospatial""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<Array<Geometry> | Geometry>"",""description"":""GeoJSON string or array of GeoJSON strings""}]",LatLonBoundingBox,https://palantir.com/docs/foundry/pb-functions-expression/latLonBoundingBoxV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
leftPadV1,Left pad string,Left-pad the string column to width of length with pad.,"[""String""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<String>"",""description"":""no description""},{""name"":""Length"",""type"":""Expression<Integer>"",""description"":""no description""},{""name"":""Pad"",""type"":""Expression<String>"",""description"":""no description""}]",String,https://palantir.com/docs/foundry/pb-functions-expression/leftPadV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
lengthV1,Length,Returns the length of each value in a string column or an array column.,"[""Array"",""Numeric""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<Array<AnyType> | Binary | Map<AnyType, AnyType> | String>"",""description"":""The expression to compute the length of""}]",Integer,https://palantir.com/docs/foundry/pb-functions-expression/lengthV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
lessThanOrEqualsV2,Less than or equals,Returns true if left is less than or equal to right.,"[""Boolean""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Left"",""type"":""Expression<ComparableType>"",""description"":""Left expression""},{""name"":""Right"",""type"":""Expression<ComparableType>"",""description"":""Right expression""}]",Boolean,https://palantir.com/docs/foundry/pb-functions-expression/lessThanOrEqualsV2/,线索,"[""parse_warning: args_missing_but_heading_present""]"
leftStringV1,Left of string,Extract left hand side of a string based on index.,"[""String""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<String>"",""description"":""String input expression""},{""name"":""Length"",""type"":""Expression<Integer>"",""description"":""The number of characters to take from the left of the string""}]",String,https://palantir.com/docs/foundry/pb-functions-expression/leftStringV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
leastV1,Least,"Computes the least value amongst all input columns, skipping null values.","[""Boolean"",""Numeric""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expressions"",""type"":""List<Expression<T>>"",""description"":""no description""}]",T,https://palantir.com/docs/foundry/pb-functions-expression/leastV1/,线索,"[""type_variable_bounds: T accepts ComparableType"",""parse_warning: args_missing_but_heading_present""]"
lessThanV2,Less than,Returns true if left is less than right.,"[""Boolean""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Left"",""type"":""Expression<ComparableType>"",""description"":""Left expression""},{""name"":""Right"",""type"":""Expression<ComparableType>"",""description"":""Right expression""}]",Boolean,https://palantir.com/docs/foundry/pb-functions-expression/lessThanV2/,线索,"[""parse_warning: args_missing_but_heading_present""]"
linearRegressionGradientV2,Linear regression gradient,Returns the slope of the linear regression line for non-null pairs in a group. Returns null if there are insufficient non-null...,"[""Aggregate""]","[""Batch""]","[{""name"":""Left"",""type"":""Expression<Numeric>"",""description"":""The independent variable""},{""name"":""Right"",""type"":""Expression<Numeric>"",""description"":""The dependent variable""}]",Double,https://palantir.com/docs/foundry/pb-functions-expression/linearRegressionGradientV2/,线索,"[""parse_warning: args_missing_but_heading_present""]"
levenshteinDistanceV2,Edit distance,"Compute the edit distance between two strings. Supports Levenshtein, indel, and Damerau-Levenshtein distance...",null,"[""Batch"",""Faster"",""Streaming""]","[{""name"":""Distance function"",""type"":""Enum<Damerau-Levenshtein Distance, Indel Distance, Levenshtein Distance>"",""description"":""Distance function used to calculate the edit distance between the two strings""},{""name"":""Ignore case"",""type"":""Literal<Boolean>"",""description"":""Do you want to ignore case when comparing the left and right strings?""},{""name"":""Left"",""type"":""Expression<String>"",""description"":""Left string to compare""},{""name"":""Right"",""type"":""Expression<String> optional"",""description"":""Right string to compare""},{""name"":""Normalize distance"",""type"":""Literal<Boolean>"",""description"":""Do you want to normalize the distance to a value between 0 and 1, where 0 means no difference between strings and 1 means no similarity?""}]",Double | Integer,https://palantir.com/docs/foundry/pb-functions-expression/levenshteinDistanceV2/,线索,"[""parse_warning: args_missing_but_heading_present"",""category_missing_or_unparseable""]"
linestringPointNV1,Nth point in linestring,"Returns the nth point in a single linestring in the geometry. Indexing is 1-based, and an index of 0 is...","[""Geospatial""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Linestring"",""type"":""Expression<Geometry>"",""description"":""Linestring to retrieve the nth point of""},{""name"":""N"",""type"":""Expression<Byte | Integer | Long | Short>"",""description"":""Index of the point to retrieve. Indexing is 1-based, and an index of 0 is out-of-bounds. A negative index is counted backwards from the end of the linestring, so that -1 is the last point""}]",GeoPoint,https://palantir.com/docs/foundry/pb-functions-expression/linestringPointNV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
logV1,Logarithm,"Calculates the natural logarithm, ln(x), of a column.","[""Numeric""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<Numeric>"",""description"":""Expression to calculate natural logarithm of""}]",Double,https://palantir.com/docs/foundry/pb-functions-expression/logV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
logicalTypeCastV1,Logical type cast,"Cast expression to given logical type. Unlike the regular cast expression, this expression will not change...","[""Cast""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<C>"",""description"":""Expression to cast""},{""name"":""Logical type"",""type"":""LogicalType"",""description"":""Logical type to cast to.""},{""name"":""optional Default value"",""type"":""Expression<C>"",""description"":""Default value in case the specified expression does not fulfill the constraints of the desired logical type. If not specified, this default value will be null. If the default value itself does not fulfill the constraints of the desired logical type, the result of this expression will be null""}]",C,https://palantir.com/docs/foundry/pb-functions-expression/logicalTypeCastV1/,线索,"[""type_variable_bounds: C accepts AnyType"",""parse_warning: args_missing_but_heading_present""]"
logNV1,Logarithm with base,Calculates logarithm with a given base.,"[""Numeric""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Base"",""type"":""Literal<Double>"",""description"":""no description""},{""name"":""Expression"",""type"":""Expression<Numeric>"",""description"":""no description""}]",Double,https://palantir.com/docs/foundry/pb-functions-expression/logNV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
mapFromArraysV1,Create map from arrays,Returns a map using key-value pairs from the zipped arrays. Null values are not allowed as keys and will...,"[""Array"",""Map""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Array of keys"",""type"":""Expression<Array<K>>"",""description"":""Array used as keys for the output map""},{""name"":""Array of values"",""type"":""Expression<Array<V>>"",""description"":""Array used as values for the output map""}]","Map<K, V>",https://palantir.com/docs/foundry/pb-functions-expression/mapFromArraysV1/,线索,"[""type_variable_bounds: K accepts AnyType**V accepts AnyType"",""parse_warning: args_missing_but_heading_present""]"
lowercaseV1,Lowercase,Converts all characters in string to lowercase.,"[""String""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<String>"",""description"":""Expression to convert to lowercase""}]",String,https://palantir.com/docs/foundry/pb-functions-expression/lowercaseV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
mapValuesV2,Map values,Changes the values of the input column to new values based on a map of key-value pairs. If the input value...,"[""Data preparation""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Column to replace values in"",""type"":""Expression<T1>"",""description"":""Column containing the initial values to be mapped to new values""},{""name"":""Default value"",""type"":""Expression<T2>"",""description"":""The default value to be added to the output column if the input value is not found in the map""},{""name"":""Values map"",""type"":""Expression<Map<T1, T2>>"",""description"":""Map consisting of key-value pairs. The key of the map is the original value found in the input to be mapped to a new one, whereas the value of the map represents the new value to be replaced with""}]",T2,https://palantir.com/docs/foundry/pb-functions-expression/mapValuesV2/,线索,"[""type_variable_bounds: T1 accepts ComparableType**T2 accepts AnyType"",""parse_warning: args_missing_but_heading_present""]"
maxV1,Max,Calculate maximum value in column.,"[""Numeric""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<ComparableType>"",""description"":""The column of on which max is computed""}]",ComparableType,https://palantir.com/docs/foundry/pb-functions-expression/maxV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
maxByV1,Max by,This expression computes a max row according to the max column expression after applying the provided filter specification....,"[""Aggregate""]","[""Streaming""]","[{""name"":""Expression"",""type"":""Expression<ComparableType>"",""description"":""Column expression on which the max is computed. Null values are treated as if they have the smallest value.""},{""name"":""Output projection expression"",""type"":""Expression<AnyType>"",""description"":""Defines the projection expression that is applied on the maximum row before it is returned.""},{""name"":""Filter condition"",""type"":""Expression<Boolean>"",""description"":""This parameter defines the filter specification that is applied on the rows contained within the window. The output of this expression will only reference rows which are not filtered by this parameter (i.e., where the condition evaluates to true). If no rows exist in state at the time of a trigger, null will be emitted.""}]",AnyType,https://palantir.com/docs/foundry/pb-functions-expression/maxByV1/,线索,[]
linestringToPolygonV1,Convert linestring to polygon,Convert a linestring geometry to a polygon geometry. This expression assumes the linestring geometry is...,"[""Geospatial""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<Geometry>"",""description"":""A valid linestring geometry""}]",Geometry,https://palantir.com/docs/foundry/pb-functions-expression/linestringToPolygonV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
meanV1,Mean,Calculate mean of values in column.,"[""Numeric""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<Numeric>"",""description"":""The column of on which mean is computed""}]",Decimal | Double,https://palantir.com/docs/foundry/pb-functions-expression/meanV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
minByV1,Min by,This expression computes a min row according to the min column expression after applying the provided filter specification....,"[""Aggregate""]","[""Streaming""]","[{""name"":""Expression"",""type"":""Expression<ComparableType>"",""description"":""Column expression on which the min is computed. Null values are treated as if they have the largest value.""},{""name"":""Output projection expression"",""type"":""Expression<AnyType>"",""description"":""Defines the projection expression that is applied on the minimum row before it is returned.""},{""name"":""Filter condition"",""type"":""Expression<Boolean>"",""description"":""This parameter defines the filter specification that is applied on the rows contained within the window. The output of this expression will only reference rows which are not filtered by this parameter (i.e., where the condition evaluates to true). If no rows exist in state at the time of a trigger, null will be emitted.""}]",AnyType,https://palantir.com/docs/foundry/pb-functions-expression/minByV1/,线索,[]
medianV1,Median,Calculate median of values in column.,"[""Numeric""]","[""Batch"",""Faster""]","[{""name"":""Expression"",""type"":""Expression<Numeric>"",""description"":""The column of on which median is computed""}]",Decimal | Double,https://palantir.com/docs/foundry/pb-functions-expression/medianV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
mgrsToGeoPointV1,Convert MGRS to GeoPoint,Converts a MGRS (military grid reference system) coordinate into a GeoPoint following the WGS84 coordinate...,"[""Geospatial""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<MGRS>"",""description"":""MGRS (military grid reference system) coordinate to convert""}]",GeoPoint,https://palantir.com/docs/foundry/pb-functions-expression/mgrsToGeoPointV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
minV1,Min,Calculate minimum value in column.,"[""Numeric""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<ComparableType>"",""description"":""The column of on which min is computed""}]",ComparableType,https://palantir.com/docs/foundry/pb-functions-expression/minV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
moduloV1,Modulo,Returns modulus of an expression.,"[""Numeric""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Denominator"",""type"":""Expression<DefiniteNumeric>"",""description"":""The divisor for the modulus operation""},{""name"":""Numerator"",""type"":""Expression<DefiniteNumeric>"",""description"":""The value to compute the modulus of""}]",DefiniteNumeric,https://palantir.com/docs/foundry/pb-functions-expression/moduloV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
modeV1,Mode,Calculate mode of values in column.,"[""Aggregate""]","[""Batch"",""Faster""]","[{""name"":""Expression"",""type"":""Expression<Any>"",""description"":""The column of on which mode is computed""}]",Any,https://palantir.com/docs/foundry/pb-functions-expression/modeV1/,线索,"[""type_variable_bounds: Any accepts Binary | Boolean | Byte | Date | Decimal | Double | Float | Integer | Long | Short | String | Timestamp"",""parse_warning: args_missing_but_heading_present""]"
multiplyV2,Multiply numbers,Calculates the product of all input columns.,"[""Numeric""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expressions"",""type"":""List<Expression<Numeric>>"",""description"":""List of columns to be multiplied""}]",Numeric,https://palantir.com/docs/foundry/pb-functions-expression/multiplyV2/,线索,"[""parse_warning: args_missing_but_heading_present""]"
negateV1,Negate,Expression to be negated. Expression<Numeric> Output type:...,"[""Numeric""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Expression"",""type"":""Expression<Numeric>"",""description"":""Expression to be negated""}]",Numeric,https://palantir.com/docs/foundry/pb-functions-expression/negateV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
naturalRandomV1,Natural random number,Returns a random natural number. This is not deterministic and will not produce the same result on repeated...,"[""Numeric""]","[""Batch"",""Faster"",""Streaming""]","[{""name"":""Max value"",""type"":""Literal<Long>"",""description"":""Upper bound of the random value to be generated (exclusive)""},{""name"":""Min value"",""type"":""Literal<Long> optional"",""description"":""Lower bound of the random value to be generated (inclusive)""},{""name"":""Seed"",""type"":""Literal<Long>"",""description"":""Adding a seed means that the random numbers will be generated from same sequence at each build. If you want true random numbers this should not be supplied. A seed will not produce fully deterministic results since compute may run distributed and the order in which random numbers are pulled for rows is not guaranteed""}]",Long,https://palantir.com/docs/foundry/pb-functions-expression/naturalRandomV1/,线索,"[""parse_warning: args_missing_but_heading_present""]"
